Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-speed,aqi_value,aqi_category
2020-01-25,4.5,87.0,145.0,66.0,157.0,1018.0,9.0,,157.0,Unhealthy
2020-01-26,6.0,81.0,153.0,67.0,158.0,1016.0,8.9,,158.0,Unhealthy
2020-01-27,5.0,87.0,153.0,67.0,157.0,1014.5,8.5,,157.0,Unhealthy
2020-01-28,5.0,75.0,155.0,72.0,164.0,1016.0,9.4,,164.0,Unhealthy
2020-01-29,6.5,73.5,115.0,54.0,142.0,1019.0,12.3,,142.0,Unhealthy for Sensitive Groups
2020-01-30,5.0,73.5,131.0,60.0,153.0,1017.0,10.0,,153.0,Unhealthy
2020-01-31,6.5,84.0,136.0,61.0,151.0,1016.0,9.5,,151.0,Unhealthy
2020-02-01,5.5,76.0,122.0,57.0,142.0,1018.0,10.0,,142.0,Unhealthy for Sensitive Groups
2020-02-02,5.5,78.5,123.0,55.0,139.0,1019.0,9.2,,139.0,Unhealthy for Sensitive Groups
2020-02-03,5.0,84.0,134.0,64.0,153.0,1020.5,8.5,,153.0,Unhealthy
2020-02-04,5.0,81.0,147.0,65.0,155.0,1019.0,9.0,,155.0,Unhealthy
2020-02-05,5.0,81.0,127.0,63.0,151.0,1017.0,9.7,,151.0,Unhealthy
2020-02-06,5.0,76.0,144.0,65.0,154.0,1018.0,9.0,,154.0,Unhealthy
2020-02-07,6.0,78.5,142.0,65.0,158.0,1020.0,10.0,,158.0,Unhealthy
2020-02-08,4.0,73.5,134.0,67.0,154.0,1021.0,9.5,,154.0,Unhealthy
2020-02-09,4.0,90.0,137.0,66.0,154.0,1023.0,5.8,,154.0,Unhealthy
2020-02-10,,,129.0,65.0,154.0,,,,154.0,Unhealthy
2020-02-11,,,145.0,70.0,155.0,,,,155.0,Unhealthy
2020-02-12,,,144.0,70.0,157.0,,,,157.0,Unhealthy
2020-02-13,,,130.0,66.0,152.0,,,,152.0,Unhealthy
2020-02-14,,,143.0,68.0,157.0,,,,157.0,Unhealthy
2020-02-15,8.5,71.0,155.0,68.0,165.0,1016.0,14.0,,165.0,Unhealthy
2020-02-16,9.5,84.5,162.0,78.0,175.0,1020.0,13.5,,175.0,Unhealthy
2020-02-17,10.5,77.0,163.0,76.0,174.0,1020.0,13.5,,174.0,Unhealthy
2020-02-18,10.0,79.0,157.0,71.0,167.0,1018.0,14.0,,167.0,Unhealthy
2020-02-19,11.0,84.5,158.0,74.0,169.0,1020.0,13.5,,169.0,Unhealthy
2020-02-20,,,170.0,78.0,178.0,,,,178.0,Unhealthy
2020-02-21,,,165.0,73.0,174.0,,,,174.0,Unhealthy
2020-02-22,,,114.0,50.0,139.0,,,,139.0,Unhealthy for Sensitive Groups
2020-02-23,,,124.0,59.0,153.0,,,,153.0,Unhealthy
2020-02-24,,,103.0,55.0,126.0,,,,126.0,Unhealthy for Sensitive Groups
2020-02-25,8.5,93.0,85.0,54.0,97.0,1018.0,10.0,,97.0,Moderate
2020-02-26,9.0,90.0,60.0,22.0,63.0,1018.0,10.5,,63.0,Moderate
2020-02-27,8.0,78.5,72.0,32.0,80.0,1019.0,12.2,,80.0,Moderate
2020-02-28,9.5,76.5,81.0,38.0,95.0,1019.0,13.5,,95.0,Moderate
2020-02-29,9.5,76.0,103.0,40.0,115.0,1018.0,12.5,,115.0,Unhealthy for Sensitive Groups
2020-03-01,10.0,77.0,86.0,49.0,101.0,1018.0,14.1,,101.0,Unhealthy for Sensitive Groups
2020-03-02,8.5,76.5,94.0,50.0,108.0,1017.0,12.5,,108.0,Unhealthy for Sensitive Groups
2020-03-03,8.0,87.0,90.0,35.0,104.0,1017.0,10.0,,104.0,Unhealthy for Sensitive Groups
2020-03-04,7.5,64.0,78.0,44.0,103.0,1018.0,13.5,,103.0,Unhealthy for Sensitive Groups
2020-03-05,8.0,73.5,90.0,48.0,112.0,1017.0,14.0,,112.0,Unhealthy for Sensitive Groups
2020-03-06,6.5,63.0,79.0,51.0,112.0,1018.0,14.0,,112.0,Unhealthy for Sensitive Groups
2020-03-07,9.0,87.0,73.0,30.0,86.0,1019.5,11.0,,86.0,Moderate
2020-03-08,7.5,68.5,98.0,32.0,102.0,1017.0,11.0,,102.0,Unhealthy for Sensitive Groups
2020-03-09,9.5,76.0,72.0,37.0,93.0,1015.5,14.8,,93.0,Moderate
2020-03-10,11.0,79.0,87.0,42.0,104.0,1016.5,14.8,,104.0,Unhealthy for Sensitive Groups
2020-03-11,10.0,69.0,95.0,46.0,112.0,1017.0,15.6,,112.0,Unhealthy for Sensitive Groups
2020-03-12,6.5,47.5,78.0,47.0,102.0,1019.5,17.0,,102.0,Unhealthy for Sensitive Groups
2020-03-13,7.5,71.0,93.0,51.0,113.0,1022.5,13.4,,113.0,Unhealthy for Sensitive Groups
2020-03-14,10.0,76.0,72.0,23.0,103.0,1021.0,13.5,,103.0,Unhealthy for Sensitive Groups
2020-03-15,8.0,58.0,57.0,37.0,74.0,1020.0,14.5,,74.0,Moderate
2020-03-16,6.0,67.0,58.0,39.0,82.0,1019.0,14.7,,82.0,Moderate
2020-03-17,9.5,74.0,70.0,46.0,93.0,1019.5,15.5,,93.0,Moderate
2020-03-18,9.0,64.5,72.0,38.0,108.0,1018.0,15.3,,108.0,Unhealthy for Sensitive Groups
2020-03-19,9.0,69.0,74.0,33.0,133.0,1017.0,17.0,,133.0,Unhealthy for Sensitive Groups
2020-03-20,8.0,55.0,80.0,37.0,104.0,1017.0,15.4,,104.0,Unhealthy for Sensitive Groups
2020-03-21,9.0,73.5,63.0,12.0,97.0,1018.0,13.0,,97.0,Moderate
2020-03-22,10.0,77.0,70.0,21.0,92.0,1018.0,13.8,,92.0,Moderate
2020-03-23,11.0,93.0,72.0,35.0,79.0,1018.0,14.0,,79.0,Moderate
2020-03-24,12.0,84.5,85.0,34.0,93.0,1017.0,16.5,,93.0,Moderate
2020-03-25,13.0,77.0,97.0,41.0,100.0,1016.0,17.1,,100.0,Moderate
2020-03-26,14.0,77.0,112.0,52.0,122.0,1016.0,19.0,,122.0,Unhealthy for Sensitive Groups
2020-03-27,14.0,68.0,117.0,49.0,124.0,1018.0,21.0,,124.0,Unhealthy for Sensitive Groups
2020-03-28,7.0,51.5,62.0,22.0,63.0,1015.5,18.5,,63.0,Moderate
2020-03-29,9.0,52.0,70.0,29.0,80.0,1014.0,19.5,,80.0,Moderate
2020-03-30,9.5,57.5,82.0,36.0,87.0,1015.0,18.0,1.5,87.0,Moderate
2020-03-31,11.0,57.5,93.0,45.0,104.0,1016.0,18.0,1.5,104.0,Unhealthy for Sensitive Groups
2020-04-01,11.5,72.0,71.0,40.0,114.0,1016.0,16.0,2.0,114.0,Unhealthy for Sensitive Groups
2020-04-02,7.0,48.0,76.0,31.0,80.0,1015.0,17.5,1.5,80.0,Moderate
2020-04-03,7.5,44.0,82.0,42.0,98.0,1016.0,17.5,1.5,98.0,Moderate
2020-04-04,8.0,48.0,108.0,47.0,123.0,1017.5,18.5,1.5,123.0,Unhealthy for Sensitive Groups
2020-04-05,7.5,48.0,123.0,54.0,152.0,1018.0,18.0,1.5,152.0,Unhealthy
2020-04-06,9.0,50.5,146.0,64.0,157.0,1016.0,18.0,1.8,157.0,Unhealthy
2020-04-07,9.0,52.0,139.0,61.0,155.0,1014.5,19.5,1.8,155.0,Unhealthy
2020-04-08,10.0,55.5,131.0,68.0,156.0,1016.0,19.0,1.5,156.0,Unhealthy
2020-04-09,4.0,35.5,103.0,54.0,140.0,1017.0,18.0,2.0,140.0,Unhealthy for Sensitive Groups
2020-04-10,6.5,42.0,128.0,59.0,153.0,1019.0,19.0,1.8,153.0,Unhealthy
2020-04-11,11.0,67.0,167.0,74.0,174.0,1020.0,16.5,1.5,174.0,Unhealthy
2020-04-12,12.5,72.0,160.0,67.0,168.0,1018.0,20.0,2.0,168.0,Unhealthy
2020-04-13,15.0,73.0,154.0,60.0,161.0,1017.0,21.0,3.3,161.0,Unhealthy
2020-04-14,14.0,68.0,129.0,49.0,151.0,1019.0,20.0,2.0,151.0,Unhealthy
2020-04-15,13.5,64.0,74.0,25.0,78.0,1017.5,20.5,1.8,78.0,Moderate
2020-04-16,15.0,77.0,91.0,37.0,99.0,1015.0,19.0,1.5,99.0,Moderate
2020-04-17,16.5,75.0,96.0,37.0,104.0,1014.0,19.5,2.0,104.0,Unhealthy for Sensitive Groups
2020-04-18,13.5,75.0,73.0,29.0,78.0,1016.0,18.0,2.0,78.0,Moderate
2020-04-19,12.0,70.0,57.0,26.0,69.0,1016.0,16.5,1.5,69.0,Moderate
2020-04-20,11.5,63.0,67.0,28.0,74.0,1017.0,18.0,1.8,74.0,Moderate
2020-04-21,12.0,82.0,40.0,14.0,46.0,1018.0,15.0,2.8,46.0,Good
2020-04-22,12.0,84.5,55.0,17.0,57.0,1016.0,14.0,1.0,57.0,Moderate
2020-04-23,13.0,93.0,72.0,26.0,76.0,1016.0,15.0,1.2,76.0,Moderate
2020-04-24,13.5,87.0,91.0,35.0,91.0,1014.0,16.0,1.5,91.0,Moderate
2020-04-25,15.0,93.0,,,80.0,1015.5,16.0,1.2,80.0,Moderate
2020-04-26,15.0,88.0,,,85.0,1018.0,17.5,1.8,85.0,Moderate
2020-04-27,15.0,87.5,66.0,21.0,68.0,1021.0,17.0,2.0,68.0,Moderate
2020-04-28,14.0,82.0,63.0,23.0,67.0,1018.5,17.5,1.2,67.0,Moderate
2020-04-29,15.0,90.5,69.0,24.0,70.0,1017.5,17.0,1.2,70.0,Moderate
2020-04-30,15.0,85.0,63.0,21.0,65.0,1018.0,18.5,1.5,65.0,Moderate
2020-05-01,16.0,88.0,67.0,24.0,68.0,1017.0,18.0,1.0,68.0,Moderate
2020-05-02,16.0,79.5,64.0,21.0,67.0,1015.0,18.5,1.2,67.0,Moderate
2020-05-03,16.0,73.0,86.0,35.0,76.0,1016.0,20.5,1.5,76.0,Moderate
2020-05-04,16.0,88.0,61.0,21.0,62.0,1017.5,18.0,1.2,62.0,Moderate
2020-05-05,15.0,90.5,,,57.0,1017.0,16.0,1.2,57.0,Moderate
2020-05-06,14.0,72.5,37.0,14.0,42.0,1015.0,19.8,1.1,42.0,Good
2020-05-07,12.5,84.5,53.0,18.0,55.0,1016.0,14.8,1.0,55.0,Moderate
2020-05-08,12.5,72.0,63.0,23.0,65.0,1015.0,18.3,0.9,65.0,Moderate
2020-05-09,15.0,66.0,62.0,23.0,68.0,1016.5,22.5,1.1,68.0,Moderate
2020-05-10,16.0,77.9,76.0,30.0,78.0,1018.0,19.0,1.0,78.0,Moderate
2020-05-11,14.0,75.1,96.0,45.0,109.0,1018.0,19.0,0.7,109.0,Unhealthy for Sensitive Groups
2020-05-12,15.0,70.8,80.0,30.0,87.0,1017.0,21.3,1.0,87.0,Moderate
2020-05-13,15.0,62.7,74.0,35.0,82.0,1015.0,22.7,1.0,82.0,Moderate
2020-05-14,16.0,66.0,82.0,39.0,94.0,1015.0,23.5,1.2,94.0,Moderate
2020-05-15,18.0,78.1,90.0,36.0,99.0,1013.0,22.3,1.5,99.0,Moderate
2020-05-16,17.0,68.8,92.0,42.0,108.0,1012.0,23.1,1.3,108.0,Unhealthy for Sensitive Groups
2020-05-17,16.0,67.3,81.0,40.0,97.0,1012.0,23.5,1.2,97.0,Moderate
2020-05-18,18.0,67.0,82.0,36.0,97.0,1011.0,24.0,1.2,97.0,Moderate
2020-05-19,13.5,62.0,71.0,27.0,82.0,1011.0,23.3,1.5,82.0,Moderate
2020-05-20,16.0,74.5,76.0,28.0,82.0,1009.5,21.0,1.5,82.0,Moderate
2020-05-21,19.0,80.3,69.0,22.0,76.0,1008.0,22.6,1.0,76.0,Moderate
2020-05-22,20.0,78.0,70.0,28.0,82.0,1010.0,23.6,1.3,82.0,Moderate
2020-05-23,20.5,82.1,61.0,26.0,71.0,1012.0,23.3,1.4,71.0,Moderate
2020-05-24,18.5,73.0,68.0,30.0,84.0,1011.0,24.0,1.0,84.0,Moderate
2020-05-25,17.5,75.6,72.0,29.0,85.0,1012.0,21.6,1.1,85.0,Moderate
2020-05-26,17.0,90.5,76.0,36.0,87.0,1012.0,18.5,1.5,87.0,Moderate
2020-05-27,16.5,90.5,63.0,24.0,70.0,1012.0,18.0,1.5,70.0,Moderate
2020-05-28,17.0,76.5,59.0,23.0,62.0,1012.5,21.5,1.3,62.0,Moderate
2020-05-29,15.5,80.9,37.0,14.0,38.0,1015.0,20.0,1.1,38.0,Good
2020-05-30,17.0,81.4,53.0,20.0,58.0,1015.0,21.0,1.0,58.0,Moderate
2020-05-31,18.5,83.9,60.0,24.0,65.0,1016.0,20.9,1.1,65.0,Moderate
2020-06-01,16.5,79.5,63.0,19.0,65.0,1015.0,21.0,1.5,65.0,Moderate
2020-06-02,16.0,64.0,57.0,14.0,58.0,1013.0,22.0,2.3,58.0,Moderate
2020-06-03,17.5,77.8,62.0,30.0,70.0,1013.0,21.5,1.2,70.0,Moderate
2020-06-04,18.0,85.0,72.0,27.0,82.0,1013.0,21.0,1.0,82.0,Moderate
2020-06-05,18.0,95.8,49.0,15.0,53.0,1012.0,18.5,0.8,53.0,Moderate
2020-06-06,19.5,93.5,36.0,10.0,32.0,1010.5,20.0,0.8,32.0,Good
2020-06-07,20.0,83.7,44.0,15.0,34.0,1011.0,22.4,1.2,34.0,Good
2020-06-08,19.5,80.5,32.0,10.0,33.0,1011.0,23.5,1.5,33.0,Good
2020-06-09,20.0,75.5,54.0,29.0,61.0,1012.0,25.0,2.0,61.0,Moderate
2020-06-10,20.0,76.7,38.0,17.0,70.0,1012.0,23.1,1.3,70.0,Moderate
2020-06-11,20.0,75.5,62.0,31.0,67.0,1011.0,25.0,1.8,67.0,Moderate
2020-06-12,20.5,77.1,48.0,19.0,55.0,1010.0,24.8,1.3,55.0,Moderate
2020-06-13,21.5,87.3,36.0,16.0,43.0,1010.0,23.0,1.5,43.0,Good
2020-06-14,21.0,81.4,22.0,11.0,22.0,1011.0,24.5,1.6,22.0,Good
2020-06-15,22.0,91.0,27.0,10.0,28.0,1010.0,23.0,1.2,28.0,Good
2020-06-16,21.0,88.0,19.0,9.0,21.0,1008.0,23.0,1.6,21.0,Good
2020-06-17,21.5,90.6,23.0,9.0,27.0,1007.0,22.5,1.2,27.0,Good
2020-06-18,22.0,96.0,26.0,10.0,27.0,1007.0,22.5,1.0,27.0,Good
2020-06-19,22.0,96.6,42.0,13.0,38.0,1009.0,22.0,1.0,38.0,Good
2020-06-20,21.0,94.0,,,59.0,1010.5,22.0,1.2,59.0,Moderate
2020-06-21,21.0,94.0,,,59.0,1009.5,21.5,1.2,59.0,Moderate
2020-06-22,22.0,97.0,,,25.0,1010.0,22.5,1.5,25.0,Good
2020-06-23,21.5,88.0,60.0,32.0,38.0,1013.0,23.0,1.8,38.0,Good
2020-06-24,21.5,88.5,51.0,24.0,56.0,1013.0,23.0,1.2,56.0,Moderate
2020-06-25,21.5,94.0,53.0,20.0,58.0,1010.0,23.0,0.8,58.0,Moderate
2020-06-26,21.0,88.2,25.0,11.0,29.0,1008.5,23.0,1.1,29.0,Good
2020-06-27,21.5,83.4,36.0,17.0,38.0,1008.0,24.0,1.2,38.0,Good
2020-06-28,21.5,94.0,48.0,18.0,52.0,1009.0,22.0,0.9,52.0,Moderate
2020-06-29,21.0,91.2,40.0,17.0,46.0,1012.0,22.5,0.9,46.0,Good
2020-06-30,21.0,83.0,54.0,28.0,65.0,1012.0,24.0,1.4,65.0,Moderate
2020-07-01,21.5,85.1,63.0,32.0,73.0,1009.5,24.2,1.0,73.0,Moderate
2020-07-02,21.0,80.5,64.0,29.0,74.0,1008.0,24.0,1.2,74.0,Moderate
2020-07-03,21.0,88.0,63.0,22.0,68.0,1009.0,23.0,1.5,68.0,Moderate
2020-07-04,21.0,94.0,,,55.0,1010.0,22.0,1.5,55.0,Moderate
2020-07-05,21.0,83.0,,,42.0,1008.5,24.0,1.8,42.0,Good
2020-07-06,22.0,94.0,,,21.0,1008.0,22.5,1.5,21.0,Good
2020-07-07,22.0,94.0,29.0,11.0,32.0,1012.0,23.0,1.2,32.0,Good
2020-07-08,22.0,82.3,24.0,11.0,27.0,1011.0,25.1,1.2,27.0,Good
2020-07-09,22.5,96.9,36.0,11.0,38.0,1008.0,22.8,0.7,38.0,Good
2020-07-10,22.0,95.2,30.0,11.0,32.0,1007.0,22.4,1.0,32.0,Good
2020-07-11,22.0,95.6,24.0,9.0,27.0,1006.0,22.3,0.9,27.0,Good
2020-07-12,21.5,94.0,44.0,15.0,47.0,1007.0,22.4,1.0,47.0,Good
2020-07-13,21.0,94.0,36.0,14.0,42.0,1008.0,22.0,0.9,42.0,Good
2020-07-14,21.5,94.0,36.0,14.0,41.0,1010.5,22.0,0.9,41.0,Good
2020-07-15,21.5,88.0,42.0,18.0,51.0,1011.0,23.5,1.0,51.0,Moderate
2020-07-16,22.0,85.6,33.0,14.0,37.0,1011.0,23.5,1.2,37.0,Good
2020-07-17,21.5,80.5,31.0,15.0,37.0,1011.0,24.1,1.0,37.0,Good
2020-07-18,21.5,99.6,38.0,11.0,38.0,1012.0,21.1,1.0,38.0,Good
2020-07-19,21.5,100.0,36.0,10.0,38.0,1009.0,21.0,0.7,38.0,Good
2020-07-20,21.0,100.0,24.0,7.0,28.0,1008.0,20.5,0.7,28.0,Good
2020-07-21,21.0,100.0,38.0,13.0,39.0,1010.5,20.5,0.6,39.0,Good
2020-07-22,21.0,93.0,29.0,13.0,31.0,1010.0,22.0,0.8,31.0,Good
2020-07-23,21.5,100.0,28.0,11.0,34.0,1011.0,21.2,0.8,34.0,Good
2020-07-24,22.0,97.0,30.0,11.0,34.0,1014.5,21.5,0.8,34.0,Good
2020-07-25,22.0,94.0,37.0,15.0,34.0,1016.0,22.4,1.0,34.0,Good
2020-07-26,22.0,88.5,40.0,18.0,45.0,1014.0,24.0,1.0,45.0,Good
2020-07-27,21.5,88.3,41.0,15.0,42.0,1012.0,23.5,1.0,42.0,Good
2020-07-28,21.5,89.0,44.0,15.0,50.0,1012.0,23.0,1.0,50.0,Good
2020-07-29,21.5,88.0,37.0,17.0,44.0,1012.0,23.2,1.0,44.0,Good
2020-07-30,21.5,89.3,35.0,16.0,42.0,1013.0,23.0,1.0,42.0,Good
2020-07-31,21.5,85.5,40.0,19.0,47.0,1012.0,24.0,0.8,47.0,Good
2020-08-01,22.0,88.1,33.0,15.0,35.0,1011.0,23.8,0.9,35.0,Good
2020-08-02,22.0,87.8,32.0,15.0,42.0,1007.0,24.5,1.0,42.0,Good
2020-08-03,22.5,93.2,34.0,13.0,41.0,1005.5,23.4,0.7,41.0,Good
2020-08-04,21.5,78.5,46.0,19.0,52.0,1004.0,25.0,1.0,52.0,Moderate
2020-08-05,22.0,94.0,15.0,5.0,21.0,1006.0,23.0,1.6,21.0,Good
2020-08-06,22.0,85.5,16.0,7.0,21.0,1010.5,24.5,1.2,21.0,Good
2020-08-07,22.5,88.1,24.0,11.0,26.0,1011.0,24.0,1.0,26.0,Good
2020-08-08,22.5,92.6,29.0,10.0,34.0,1009.0,23.0,1.0,34.0,Good
2020-08-09,22.5,98.5,26.0,10.0,27.0,1009.0,22.2,1.0,27.0,Good
2020-08-10,22.0,89.8,38.0,15.0,44.0,1010.0,23.5,1.0,44.0,Good
2020-08-11,22.0,100.0,22.0,6.0,21.0,1009.0,22.0,1.2,21.0,Good
2020-08-12,22.0,88.0,,,25.0,1008.5,23.5,2.3,25.0,Good
2020-08-13,22.0,88.0,,,42.0,1009.0,23.0,2.3,42.0,Good
2020-08-14,22.0,86.8,32.0,13.0,34.0,1008.0,23.5,1.1,34.0,Good
2020-08-15,21.5,91.8,29.0,12.0,30.0,1007.5,22.1,1.2,30.0,Good
2020-08-16,21.5,85.5,25.0,11.0,28.0,1008.0,24.0,0.8,28.0,Good
2020-08-17,22.5,91.0,27.0,12.0,32.0,1008.0,24.0,1.0,32.0,Good
2020-08-18,22.0,100.0,28.0,9.0,30.0,1009.0,22.0,0.8,30.0,Good
2020-08-19,22.0,98.4,26.0,12.0,33.0,1009.0,22.0,1.0,33.0,Good
2020-08-20,21.5,94.0,21.0,8.0,23.0,1010.5,22.0,1.0,23.0,Good
2020-08-21,21.0,87.0,17.0,8.0,19.0,1013.0,23.0,0.9,19.0,Good
2020-08-22,20.5,88.0,21.0,8.0,21.0,1013.5,22.6,1.0,21.0,Good
2020-08-23,21.0,85.5,26.0,9.0,25.0,1012.0,23.0,1.0,25.0,Good
2020-08-24,22.0,88.0,25.0,9.0,26.0,1012.0,23.3,0.9,26.0,Good
2020-08-25,22.0,97.0,23.0,8.0,25.0,1013.0,23.3,1.0,25.0,Good
2020-08-26,22.0,95.4,34.0,11.0,34.0,1013.5,23.0,0.7,34.0,Good
2020-08-27,22.0,97.0,32.0,9.0,30.0,1012.5,22.0,0.8,30.0,Good
2020-08-28,21.0,86.2,28.0,10.0,25.0,1011.0,23.0,1.2,25.0,Good
2020-08-29,21.0,85.5,28.0,10.0,25.0,1012.0,23.4,1.2,25.0,Good
2020-08-30,21.0,87.5,48.0,14.0,46.0,1012.5,23.3,0.9,46.0,Good
2020-08-31,21.5,82.5,45.0,14.0,46.0,1013.0,24.3,1.0,46.0,Good
2020-09-01,23.0,93.4,46.0,15.0,47.0,1014.0,23.0,1.0,47.0,Good
2020-09-02,22.0,90.5,37.0,11.0,38.0,1016.0,23.5,1.0,38.0,Good
2020-09-03,21.0,87.0,37.0,11.0,34.0,1018.0,23.2,1.2,34.0,Good
2020-09-04,21.5,84.0,44.0,14.0,42.0,1015.5,24.0,1.1,42.0,Good
2020-09-05,21.0,83.9,50.0,15.0,50.0,1013.0,23.3,0.9,50.0,Good
2020-09-06,21.0,83.6,54.0,16.0,55.0,1012.0,23.7,1.0,55.0,Moderate
2020-09-07,21.0,85.5,53.0,18.0,54.0,1013.0,23.5,1.0,54.0,Moderate
2020-09-08,21.5,93.7,58.0,20.0,55.0,1014.0,22.4,0.9,55.0,Moderate
2020-09-09,21.0,92.8,63.0,20.0,59.0,1014.0,22.0,1.0,59.0,Moderate
2020-09-10,20.5,90.8,59.0,21.0,59.0,1012.0,22.4,1.0,59.0,Moderate
2020-09-11,21.0,89.3,54.0,15.0,56.0,1012.0,22.6,1.0,56.0,Moderate
2020-09-12,21.0,84.2,44.0,15.0,50.0,1014.5,23.8,1.2,50.0,Good
2020-09-13,21.0,88.0,,,38.0,1015.0,23.0,1.8,38.0,Good
2020-09-14,20.5,83.0,,,57.0,1014.0,23.0,1.5,57.0,Moderate
2020-09-15,20.5,88.0,,,65.0,1013.5,22.5,2.3,65.0,Moderate
2020-09-16,21.0,94.0,,,68.0,1012.5,22.0,1.2,68.0,Moderate
2020-09-17,21.0,88.0,75.0,30.0,80.0,1012.0,23.0,1.0,80.0,Moderate
2020-09-18,21.0,94.0,63.0,23.0,64.0,1012.0,22.0,0.8,64.0,Moderate
2020-09-19,22.0,93.0,62.0,27.0,68.0,1012.0,22.7,0.6,68.0,Moderate
2020-09-20,21.5,86.6,59.0,31.0,65.0,1011.0,23.5,0.8,65.0,Moderate
2020-09-21,21.5,96.0,53.0,22.0,59.0,1011.0,21.5,0.7,59.0,Moderate
2020-09-22,22.0,100.0,52.0,17.0,55.0,1011.0,21.0,0.6,55.0,Moderate
2020-09-23,20.0,100.0,24.0,7.0,26.0,1012.0,19.9,1.0,26.0,Good
2020-09-24,20.0,100.0,30.0,8.0,30.0,1013.0,19.0,0.8,30.0,Good
2020-09-25,20.0,92.3,20.0,11.0,23.0,1010.0,21.5,1.0,23.0,Good
2020-09-26,20.0,91.0,29.0,12.0,33.0,1010.5,21.5,0.9,33.0,Good
2020-09-27,20.0,87.0,42.0,19.0,46.0,1013.0,22.1,0.8,46.0,Good
2020-09-28,19.0,86.4,56.0,26.0,57.0,1014.0,22.2,0.9,57.0,Moderate
2020-09-29,20.0,92.2,73.0,33.0,73.0,1014.0,20.9,1.0,73.0,Moderate
2020-09-30,20.5,88.0,,,76.0,1013.0,22.5,1.5,76.0,Moderate
2020-10-01,20.5,94.0,,,87.0,1012.5,22.0,1.8,87.0,Moderate
2020-10-02,20.0,88.0,,,85.0,1013.0,22.0,1.8,85.0,Moderate
2020-10-03,19.5,78.9,77.0,45.0,89.0,1014.0,23.8,1.0,89.0,Moderate
2020-10-04,20.0,86.9,76.0,40.0,82.0,1015.0,21.9,0.7,82.0,Moderate
2020-10-05,19.5,88.0,74.0,34.0,77.0,1015.0,21.5,0.9,77.0,Moderate
2020-10-06,19.0,88.0,73.0,32.0,72.0,1015.0,21.6,1.0,72.0,Moderate
2020-10-07,17.0,77.9,68.0,37.0,72.0,1017.5,21.0,0.9,72.0,Moderate
2020-10-08,15.0,75.0,60.0,38.0,64.0,1018.0,20.5,0.8,64.0,Moderate
2020-10-09,15.0,75.1,60.0,40.0,69.0,1018.0,20.5,0.9,69.0,Moderate
2020-10-10,17.0,82.0,73.0,36.0,70.0,1017.0,21.0,0.8,70.0,Moderate
2020-10-11,18.0,85.5,64.0,33.0,68.0,1015.0,21.5,0.9,68.0,Moderate
