Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-gust,wind-speed,o3
2024-11-08,14.5,84.7,,50.0,99.0,1021.5,17.2,,1.1,-0.9990
2024-11-09,14.0,82.0,,56.0,147.0,1021.0,17.0,,0.8,-0.9990
2024-11-10,14.0,77.0,,53.0,152.0,1021.5,17.0,,0.8,-0.9990
2024-11-11,13.0,84.5,,54.0,137.0,1021.0,16.9,,1.1,-0.9990
2024-11-12,13.5,82.0,,51.0,132.0,1020.0,16.0,,1.0,-0.9990
2024-11-13,11.0,77.0,,61.0,153.0,1018.5,15.5,,1.0,-0.9990
2024-11-14,13.5,87.0,,58.0,160.0,1020.0,16.0,,1.2,-0.9990
2024-11-15,13.0,88.0,,51.0,155.0,1019.0,15.0,,1.2,-0.9990
2024-11-16,13.0,84.5,,47.0,152.0,1018.0,15.0,,1.2,-0.9990
2024-11-17,11.5,84.5,,37.0,151.0,1018.0,15.0,,1.2,-0.9990
2024-11-18,10.5,84.5,,31.0,142.0,1020.0,14.0,,1.2,-0.9990
2024-11-19,10.5,82.0,,32.0,122.0,1021.0,13.0,,1.0,-0.9990
2024-11-20,10.5,83.8,,30.0,119.0,1020.0,13.9,,1.0,-0.9990
2024-11-21,10.0,76.0,,28.0,104.0,1019.5,14.5,,1.0,-0.9990
2024-11-22,10.0,81.5,,27.0,124.0,1019.0,13.0,,1.2,-0.9990
2024-11-23,10.5,87.0,,26.0,108.0,1020.0,13.0,,1.0,-0.9990
2024-11-24,10.0,84.5,,29.0,124.0,1019.5,12.5,,1.0,-0.9990
2024-11-25,9.0,79.0,,32.0,140.0,1020.0,13.5,,1.0,-0.9990
2024-11-26,9.5,82.0,,37.0,165.0,1019.5,12.5,,1.0,-0.9990
2024-11-27,8.0,73.5,,43.0,164.0,1019.0,12.3,,1.0,-0.9990
2024-11-28,8.0,81.0,,31.0,157.0,1020.5,12.0,,1.0,-0.9990
2024-11-29,8.5,81.0,,30.0,149.0,1022.0,12.0,,1.0,-0.9990
2024-11-30,8.0,84.0,,28.0,153.0,1019.5,10.5,,1.2,-0.9990
2024-12-01,8.0,87.0,,23.0,152.0,1017.0,11.0,,1.2,-0.9990
2024-12-02,9.0,81.0,,30.0,156.0,1017.5,11.0,,1.2,-0.9990
2024-12-03,8.5,81.0,,54.0,151.0,1019.0,11.0,,1.2,-0.9990
2024-12-04,6.5,73.3,,48.0,151.0,1017.5,12.0,,1.2,-0.9990
2024-12-05,7.5,87.0,,47.0,147.0,1017.0,11.0,,1.2,-0.9990
2024-12-06,9.0,87.0,,53.0,158.0,1016.0,11.5,,1.2,-0.9990
2024-12-07,9.0,84.0,,57.0,162.0,1016.5,12.0,,1.2,-0.9990
2024-12-08,8.5,81.0,,52.0,162.0,1018.0,11.5,,1.5,-0.9990
2024-12-09,8.0,84.0,,47.0,164.0,1018.0,10.8,,1.2,-0.9990
2024-12-10,4.5,75.5,,44.0,156.0,1017.0,9.0,,1.0,-0.9990
2024-12-11,4.5,73.5,,41.0,158.0,1019.0,9.5,,1.2,-0.9990
2024-12-12,5.0,81.0,,42.0,156.0,1018.0,8.5,,1.2,-0.9990
2024-12-13,2.5,70.0,,35.0,154.0,1018.0,8.0,,1.2,-0.9990
2024-12-14,1.5,75.0,,39.0,152.0,1020.0,8.0,,1.2,-0.9990
2024-12-15,6.0,76.0,,,168.0,1023.0,10.0,,1.2,-0.9990
2024-12-16,5.0,68.5,,,175.0,1021.0,10.0,,1.2,0.0020
2024-12-17,5.5,68.5,,53.0,167.0,1020.5,10.5,,1.5,0.0010
2024-12-18,5.5,71.0,,66.0,159.0,1019.5,10.5,,1.2,-0.9990
2024-12-19,7.0,73.5,,62.0,154.0,1020.0,10.0,,1.2,-0.9990
2024-12-20,5.5,73.5,,64.0,158.0,1019.0,10.0,,1.2,-0.9990
2024-12-21,5.0,76.0,,65.0,154.0,1018.5,9.5,,1.5,-0.9990
2024-12-22,6.0,78.5,,59.0,154.0,1019.0,9.5,,1.2,-0.9990
2024-12-23,6.0,78.5,,66.0,157.0,1020.0,9.5,,1.2,-0.9990
2024-12-24,5.5,76.0,,58.0,139.0,1020.0,11.0,,1.2,-0.9990
2024-12-25,6.0,71.0,,52.0,118.0,1021.0,10.5,,1.2,-0.9990
2024-12-26,5.0,68.5,,64.0,149.0,1024.0,10.0,,1.2,-0.9990
2024-12-27,5.5,71.0,,72.0,154.0,1024.0,10.0,,1.5,-0.9990
2024-12-28,7.0,76.0,,78.0,175.0,1023.0,11.0,,1.2,-0.9990
2024-12-29,5.5,66.5,,68.0,169.0,1021.0,10.5,,1.5,-0.9990
2024-12-30,6.0,78.5,,63.0,157.0,1020.0,10.5,,1.5,-0.9990
2024-12-31,6.5,78.5,,65.0,156.0,1021.5,10.5,,1.2,-0.9990
2025-01-01,6.5,76.0,,71.0,159.0,1019.0,10.5,,1.2,-0.9990
2025-01-02,6.5,71.0,,68.0,161.0,1019.0,10.5,,1.2,-0.9990
2025-01-03,6.5,73.5,,63.0,159.0,1020.5,11.5,,1.2,-0.9990
2025-01-04,7.5,73.5,,66.0,160.0,1020.0,11.5,,1.2,-0.9990
2025-01-05,9.0,100.0,,87.0,180.0,1021.0,11.0,,1.2,-0.9990
2025-01-06,8.5,87.0,,76.0,178.0,1020.0,10.0,,1.2,-0.9990
2025-01-07,8.0,78.5,,64.0,144.0,1016.0,10.5,,1.2,-0.9990
2025-01-08,7.0,87.0,,64.0,153.0,1015.5,9.5,,1.5,-0.9990
2025-01-09,6.0,78.5,,67.0,168.0,1018.5,10.0,,1.2,-0.9990
2025-01-10,5.0,73.5,,74.0,162.0,1022.0,9.5,,1.2,-0.9990
2025-01-11,5.0,76.0,,78.0,158.0,1023.0,10.0,,1.2,-0.9990
2025-01-12,6.0,73.5,,82.0,161.0,1022.0,11.5,,1.2,-0.9990
2025-01-13,6.0,78.5,,84.0,162.0,1020.0,10.0,,1.2,-0.9990
2025-01-14,6.0,76.0,,84.0,160.0,1021.5,10.0,,1.5,-0.9990
2025-01-15,6.5,78.5,,84.0,157.0,1023.0,10.0,,1.5,0.0085
2025-01-16,7.0,73.5,,86.0,169.0,1023.0,10.5,,1.2,0.0035
2025-01-17,4.5,68.5,,86.0,168.0,1022.0,10.0,,1.2,0.0050
2025-01-18,4.0,62.0,,91.0,167.0,1020.0,10.5,,1.5,0.0095
2025-01-19,4.0,64.5,,87.0,158.0,1017.0,11.0,,1.2,0.0055
2025-01-20,5.0,64.5,,95.0,171.0,1016.0,12.0,,1.5,0.0070
2025-01-21,5.0,57.0,,96.0,160.0,1015.5,13.0,,1.2,0.0095
2025-01-22,3.5,52.0,,101.0,161.0,1016.5,13.0,,1.5,0.0065
2025-01-23,2.0,54.0,,97.0,168.0,1017.0,14.0,,1.8,0.0100
2025-01-24,3.0,50.0,,85.0,153.0,1015.0,12.0,,1.5,0.0105
2025-01-25,3.5,72.5,,79.0,159.0,1015.0,10.5,,1.5,0.0145
2025-01-26,7.0,73.5,,73.0,161.0,1017.0,11.5,,1.8,0.0025
2025-01-27,7.5,73.5,,93.0,166.0,1015.0,11.0,,1.2,0.0105
2025-01-28,8.0,71.0,,81.0,164.0,1015.5,13.0,,1.2,0.0105
2025-01-29,8.0,76.0,,94.0,163.0,1018.5,12.5,,1.2,0.0095
2025-01-30,9.0,79.0,,94.0,167.0,1014.5,12.5,,1.5,0.0010
2025-01-31,7.0,69.0,,99.0,165.0,1014.5,11.5,,1.5,0.0010
2025-02-01,5.5,68.0,,97.0,167.0,1016.5,10.5,,1.5,0.0070
2025-02-02,2.5,55.0,,83.0,161.0,1016.5,11.0,,1.5,0.0035
2025-02-03,3.5,68.0,,96.0,162.0,1016.0,11.5,,1.5,0.0055
2025-02-04,7.0,69.0,,102.0,167.0,1017.0,13.5,,1.5,0.0020
2025-02-05,6.0,54.0,,99.0,161.0,1016.0,14.5,12.3,1.8,0.0020
2025-02-06,3.0,51.0,,89.0,156.0,1016.0,13.5,,1.5,0.0030
2025-02-07,1.0,46.0,126.0,97.0,161.0,1016.0,11.5,,1.5,0.0150
2025-02-08,1.0,60.0,153.0,85.0,162.0,1017.0,11.5,,1.5,0.0165
2025-02-09,7.0,69.0,162.0,90.0,169.0,1017.0,12.5,,1.2,0.0080
2025-02-10,8.0,73.5,164.0,100.0,169.0,1017.0,12.5,,1.5,0.0165
2025-02-11,7.5,73.5,157.0,92.0,164.0,1016.0,9.5,10.8,1.8,0.0045
2025-02-12,6.0,58.0,156.0,90.0,164.0,1015.0,14.0,,1.5,-0.9990
2025-02-13,5.0,73.5,151.0,92.0,166.0,1014.5,12.0,,1.5,-0.9990
2025-02-14,7.5,78.5,166.0,98.0,174.0,1013.0,11.0,,1.5,-0.9990
2025-02-15,7.0,71.0,164.0,96.0,170.0,1015.0,11.5,,1.8,-0.9990
2025-02-16,8.0,78.5,164.0,93.0,172.0,1015.5,11.5,,1.2,-0.9990
2025-02-17,8.5,81.0,161.0,88.0,167.0,1019.0,12.5,,1.2,-0.9990
2025-02-18,8.5,71.0,161.0,93.0,169.0,1018.0,13.5,,1.5,-0.9990
2025-02-19,7.0,67.0,160.0,100.0,170.0,1018.0,13.5,,1.5,-0.9990
2025-02-20,8.0,68.5,163.0,96.0,168.0,1020.0,13.0,,1.2,-0.9990
2025-02-21,7.5,64.5,154.0,99.0,166.0,1020.0,13.5,,1.8,-0.9990
2025-02-22,6.0,58.0,149.0,86.0,156.0,1019.5,13.5,,1.2,-0.9990
2025-02-23,5.5,64.5,108.0,89.0,155.0,1020.5,13.5,,1.8,-0.9990
2025-02-24,8.0,78.5,155.0,85.0,164.0,1022.0,10.5,,1.2,-0.9990
