Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-speed
2022-03-28,16.8,63.3,,,,917.6,25.6,1.5
2022-03-29,18.8,70.3,,,,916.0,25.4,1.0
2022-03-30,19.1,79.7,,,,916.6,21.6,1.5
2022-03-31,19.0,85.2,116.0,45.0,126.0,916.0,21.6,0.5
2022-04-01,20.4,77.1,115.0,46.0,122.0,915.4,22.8,2.0
2022-04-02,21.5,93.6,119.0,48.0,124.0,918.3,24.0,1.5
2022-04-03,20.4,88.5,96.0,43.0,108.0,918.7,22.6,1.5
2022-04-04,19.4,68.5,91.0,36.0,94.0,916.0,22.0,1.0
2022-04-05,19.6,65.9,90.0,38.0,99.0,919.1,22.8,2.0
2022-04-06,19.3,66.8,96.0,41.0,102.0,919.8,23.6,1.5
2022-04-07,19.5,79.4,97.0,42.0,101.0,918.4,22.6,2.0
2022-04-08,19.6,88.4,97.0,39.0,106.0,918.7,21.6,1.5
2022-04-09,20.1,88.5,93.0,36.0,95.0,917.3,22.8,1.5
2022-04-10,19.2,84.6,82.0,30.0,84.0,914.4,21.7,4.0
2022-04-11,19.2,75.3,78.0,29.0,81.0,915.4,21.2,2.0
2022-04-12,21.5,78.2,79.0,28.0,82.0,916.1,26.0,2.0
2022-04-13,21.0,83.9,81.0,32.0,86.0,914.8,24.2,1.5
2022-04-14,15.4,42.0,55.0,21.0,60.0,914.4,29.1,3.6
2022-04-15,15.3,48.6,52.0,36.0,66.0,911.5,23.2,1.5
2022-04-16,14.7,58.1,55.0,49.0,77.0,913.6,23.4,1.5
2022-04-17,16.1,47.8,55.0,45.0,68.0,915.8,28.2,2.0
2022-04-18,16.3,57.2,80.0,51.0,96.0,916.2,28.9,2.0
2022-04-19,18.2,63.8,118.0,58.0,133.0,916.4,20.1,2.5
2022-04-20,17.8,74.8,88.0,42.0,97.0,916.2,22.4,2.0
2022-04-21,19.3,57.8,54.0,24.0,67.0,915.3,27.2,1.5
2022-04-22,18.4,75.4,71.0,35.0,79.0,917.4,20.2,1.0
2022-04-23,17.7,58.8,49.0,26.0,60.0,918.0,27.8,1.5
2022-04-24,17.9,50.8,64.0,34.0,79.0,914.8,24.2,1.5
2022-04-25,16.7,50.1,71.0,38.0,79.0,914.5,23.2,1.0
2022-04-26,18.5,60.9,96.0,55.0,116.0,916.0,28.4,2.0
2022-04-27,17.6,50.2,80.0,56.0,106.0,914.3,28.6,2.0
2022-04-28,19.6,66.0,89.0,51.0,107.0,917.0,27.0,3.0
2022-04-29,17.9,68.7,82.0,45.0,95.0,917.3,24.0,3.0
2022-04-30,16.8,77.9,64.0,36.0,70.0,915.3,20.6,2.0
2022-05-01,18.3,61.5,64.0,33.0,71.0,916.4,22.8,1.5
2022-05-02,17.2,66.9,64.0,31.0,70.0,915.9,25.4,2.0
2022-05-03,18.6,63.7,60.0,23.0,64.0,917.2,27.6,2.0
2022-05-04,18.9,60.5,62.0,23.0,68.0,918.5,27.2,1.5
2022-05-05,19.0,65.4,29.0,12.0,37.0,919.1,26.4,2.0
2022-05-06,18.8,79.3,52.0,20.0,58.0,917.6,23.5,1.5
2022-05-07,19.2,75.5,50.0,21.0,60.0,918.7,24.0,1.0
2022-05-08,,,41.0,15.0,48.0,,,
2022-05-09,18.9,74.6,34.0,18.0,50.0,916.9,19.8,3.0
2022-05-10,20.2,64.4,56.0,25.0,70.0,917.1,27.6,3.0
2022-05-11,21.1,73.9,49.0,20.0,56.0,915.1,25.8,2.0
2022-05-12,21.8,70.7,57.0,20.0,60.0,914.3,27.6,2.5
2022-05-13,22.8,68.8,54.0,22.0,60.0,911.1,26.6,2.0
2022-05-14,21.4,88.0,54.0,23.0,62.0,911.4,23.5,4.0
2022-05-15,22.9,62.1,63.0,24.0,70.0,912.6,28.2,5.0
2022-05-16,20.0,95.8,65.0,27.0,71.0,912.7,20.0,3.0
2022-05-17,21.6,67.4,53.0,25.0,64.0,913.6,28.2,2.5
2022-05-18,17.5,61.6,53.0,27.0,65.0,914.9,25.4,1.0
2022-05-19,19.8,73.1,58.0,27.0,69.0,915.9,23.5,3.0
2022-05-20,20.1,87.9,69.0,29.0,78.0,914.0,21.9,2.0
2022-05-21,19.2,71.2,60.0,26.0,73.0,910.2,23.8,1.5
2022-05-22,19.9,82.8,58.0,27.0,69.0,910.1,22.3,1.5
2022-05-23,18.2,54.7,39.0,25.0,55.0,911.0,24.4,2.0
2022-05-24,20.1,65.3,45.0,22.0,59.0,915.8,27.4,3.0
