Date,dew,humidity,pm1,pm10,pm25,pressure,temperature,wind-gust,wind-speed
2023-02-09,7.0,75.7,,,159.0,1015.5,12.3,3.7,1.0
2023-02-10,7.0,73.7,,,161.0,1015.8,13.7,3.2,1.0
2023-02-11,6.0,63.0,,,155.0,1015.8,13.6,4.0,1.0
2023-02-12,3.5,57.5,106.0,56.0,121.0,1014.1,12.9,4.2,1.0
2023-02-13,4.5,67.1,119.0,67.0,140.0,1013.1,11.2,3.7,0.7
2023-02-14,5.0,68.5,114.0,55.0,141.0,1016.8,11.4,4.2,0.7
2023-02-15,5.0,59.7,92.0,60.0,129.0,1015.8,14.1,3.7,0.7
2023-02-16,7.0,62.8,97.0,57.0,142.0,1019.0,14.4,2.5,0.6
2023-02-17,7.0,67.7,126.0,55.0,152.0,1020.4,15.1,3.2,0.5
2023-02-18,7.5,66.5,151.0,74.0,155.0,1019.8,15.4,3.2,0.6
2023-02-19,8.0,67.2,143.0,60.0,153.0,1018.3,15.2,3.2,0.6
2023-02-20,8.5,73.0,147.0,84.0,155.0,1017.0,14.9,3.2,0.6
2023-02-21,10.0,78.7,162.0,102.0,168.0,1017.0,15.1,3.5,0.7
2023-02-22,9.0,67.6,157.0,74.0,158.0,1015.3,15.9,3.7,0.6
2023-02-23,9.0,72.0,156.0,61.0,157.0,1014.6,15.1,3.2,0.7
2023-02-24,9.0,69.7,154.0,86.0,158.0,1017.4,14.8,3.5,0.7
2023-02-25,10.0,78.2,158.0,43.0,154.0,1021.0,15.0,3.7,0.7
2023-02-26,9.5,85.0,,20.0,133.0,1022.6,12.0,3.2,0.7
2023-02-27,8.5,76.5,157.0,14.0,122.0,1021.4,13.8,4.0,0.8
2023-02-28,9.0,77.5,168.0,63.0,158.0,1021.0,14.6,3.7,0.7
2023-03-01,10.5,76.9,174.0,94.0,172.0,1022.1,15.8,3.7,0.7
2023-03-02,11.0,76.0,169.0,89.0,172.0,1021.9,15.9,3.5,0.7
2023-03-03,11.5,78.5,163.0,82.0,169.0,1021.8,16.8,4.0,0.7
2023-03-04,12.5,78.5,171.0,90.0,171.0,1022.1,17.2,3.7,0.7
2023-03-05,11.5,76.7,169.0,84.0,170.0,1020.6,16.9,4.0,0.7
2023-03-06,11.0,67.7,163.0,80.0,170.0,1018.4,16.7,3.7,0.7
2023-03-07,9.0,64.6,160.0,76.0,163.0,1019.5,16.5,3.7,0.8
2023-03-08,9.0,74.8,172.0,90.0,171.0,1021.8,14.1,3.5,0.6
2023-03-09,6.5,58.6,157.0,74.0,161.0,1020.4,15.6,3.7,0.7
2023-03-10,7.0,53.7,154.0,76.0,159.0,1020.1,17.1,3.5,0.7
2023-03-11,8.0,70.7,152.0,70.0,159.0,1020.1,14.1,3.5,0.7
2023-03-12,8.5,69.7,156.0,80.0,164.0,1020.3,17.0,3.0,0.7
2023-03-13,10.5,76.7,172.0,84.0,180.0,1018.8,15.4,3.5,0.7
2023-03-14,10.0,62.5,167.0,79.0,171.0,1015.9,16.9,4.0,0.7
2023-03-15,,57.2,,,107.0,1014.5,16.3,3.2,1.0
2023-03-16,,67.0,,,162.0,1016.4,16.6,3.7,1.3
2023-03-17,,73.0,,,165.0,1017.7,14.4,3.7,1.2
2023-03-18,,80.5,,,152.0,1016.3,13.8,3.7,1.0
2023-03-19,,72.7,,,109.0,1013.8,15.2,5.2,1.7
2023-03-20,,91.0,,,68.0,1013.5,12.7,3.2,0.7
2023-03-21,,79.2,,,59.0,1012.9,14.4,3.7,1.7
2023-03-22,,64.7,,,59.0,1011.6,15.6,5.0,1.7
2023-03-23,,69.0,,,95.0,1011.8,16.6,4.5,1.5
2023-03-24,,62.7,,,124.0,1014.2,17.2,5.0,1.0
2023-03-25,,58.0,,,122.0,1016.4,17.9,3.0,0.5
2023-03-26,,46.2,,,129.0,1013.8,19.0,3.2,0.7
2023-03-27,,49.2,,,127.0,1012.6,18.1,5.7,1.0
2023-03-28,,46.0,,,151.0,1013.5,18.0,3.7,1.0
2023-03-29,,49.2,,,159.0,1015.2,18.0,4.2,1.5
2023-03-30,,54.7,,,167.0,1014.0,17.9,3.5,1.2
2023-03-31,,72.2,,,170.0,1014.9,14.0,3.5,0.7
2023-04-01,,82.5,,,80.0,1013.2,12.7,2.7,0.7
2023-04-02,,85.5,,,68.0,1011.2,12.7,3.5,1.0
2023-04-03,,68.0,,,68.0,1010.9,16.8,3.5,1.0
2023-04-04,,72.2,,,87.0,1012.7,15.6,3.5,0.7
2023-04-05,,54.7,,,87.0,1012.6,18.0,3.5,1.5
2023-04-06,,50.2,,,144.0,1015.1,19.1,3.2,1.0
2023-04-07,,52.7,,,166.0,1017.4,20.4,4.2,1.0
2023-04-08,,52.7,,,170.0,1019.3,19.3,3.7,1.0
2023-04-09,,37.7,,,171.0,1018.6,20.8,3.5,0.7
2023-04-10,,38.7,,,157.0,1016.7,21.2,4.0,1.0
2023-04-11,,46.5,193.0,129.0,183.0,1016.2,20.9,3.7,1.2
2023-04-12,,50.7,189.0,120.0,200.0,1016.2,21.1,3.2,0.7
2023-04-13,,43.0,162.0,109.0,181.0,1014.9,21.1,3.2,0.7
2023-04-14,,49.0,160.0,98.0,171.0,1015.3,21.6,3.7,0.8
2023-04-15,,55.5,177.0,106.0,187.0,1016.1,22.5,3.2,0.7
2023-04-16,,42.5,168.0,105.0,183.0,1014.2,21.8,3.2,0.8
2023-04-17,,41.4,164.0,102.0,174.0,1014.2,22.9,2.7,0.7
2023-04-18,,38.2,168.0,116.0,185.0,1015.3,23.6,2.5,0.7
2023-04-19,,37.3,165.0,107.0,179.0,1010.8,24.5,2.5,0.6
2023-04-20,,35.5,151.0,103.0,171.0,1009.0,24.8,3.2,1.0
2023-04-21,,49.3,155.0,81.0,162.0,1010.5,20.2,3.0,0.7
2023-04-22,,47.0,151.0,77.0,152.0,1010.8,21.5,3.5,1.0
2023-04-23,,54.0,128.0,91.0,157.0,1013.1,17.9,4.7,1.0
2023-04-24,,80.5,142.0,57.0,132.0,1018.3,14.8,3.0,0.5
2023-04-25,,71.5,110.0,63.0,134.0,1017.4,15.9,4.0,1.0
2023-04-26,,61.0,128.0,68.0,146.0,1015.2,19.4,3.7,1.0
2023-04-27,,58.5,160.0,84.0,164.0,1015.0,20.4,4.0,1.0
2023-04-28,,60.7,163.0,95.0,173.0,1015.7,20.5,5.2,1.2
2023-04-29,,71.7,152.0,65.0,161.0,1014.9,18.1,3.2,0.7
2023-04-30,,87.5,161.0,68.0,162.0,1014.5,16.1,2.5,0.5
2023-05-01,,86.2,149.0,55.0,151.0,1015.0,15.8,2.2,0.5
2023-05-02,,88.2,121.0,55.0,124.0,1015.7,15.9,2.5,0.5
2023-05-03,,88.5,83.0,36.0,90.0,1017.0,15.2,3.0,0.6
2023-05-04,,94.3,105.0,41.0,102.0,1015.2,15.0,2.0,0.5
2023-05-05,,71.0,94.0,50.0,93.0,1012.3,19.1,3.5,0.7
2023-05-06,,61.2,92.0,52.0,103.0,1011.1,21.5,3.5,0.8
2023-05-07,,53.7,95.0,61.0,106.0,1011.4,21.6,4.0,0.7
2023-05-08,,48.0,100.0,64.0,122.0,1011.9,22.5,3.7,0.8
2023-05-09,,41.5,92.0,63.0,132.0,1012.0,23.0,3.5,0.7
2023-05-10,,34.1,92.0,70.0,130.0,1011.6,22.8,3.2,0.9
2023-05-11,,36.5,108.0,69.0,147.0,1014.4,21.8,4.2,1.0
2023-05-12,,47.6,143.0,83.0,158.0,1015.1,22.9,4.2,0.9
2023-05-13,,63.0,138.0,78.0,157.0,1014.4,23.2,4.0,0.9
2023-05-14,,69.2,120.0,69.0,153.0,1011.7,21.6,4.7,0.8
2023-05-15,,68.9,88.0,54.0,99.0,1010.2,20.3,5.0,0.8
2023-05-16,,76.0,107.0,60.0,117.0,1011.6,21.3,3.7,0.7
2023-05-17,,85.2,104.0,58.0,123.0,1014.2,18.9,3.7,0.7
2023-05-18,,86.5,95.0,52.0,114.0,1014.5,18.8,3.7,0.7
2023-05-19,,74.2,70.0,57.0,97.0,1013.3,18.7,4.5,0.7
2023-05-20,,72.7,74.0,37.0,86.0,1012.3,19.0,3.2,0.6
2023-05-21,,74.0,95.0,54.0,114.0,1013.8,21.3,4.0,0.7
2023-05-22,,71.5,121.0,64.0,142.0,1014.7,23.3,4.7,0.9
2023-05-23,,76.6,116.0,60.0,136.0,1014.6,21.8,5.0,0.8
2023-05-24,,76.0,84.0,48.0,87.0,1013.2,21.1,5.5,0.9
2023-05-25,,83.7,73.0,33.0,76.0,1012.5,18.6,3.5,0.7
2023-05-26,,77.2,60.0,26.0,64.0,1012.4,19.4,4.5,0.8
2023-05-27,,85.0,59.0,23.0,61.0,1012.0,18.4,5.0,0.9
2023-05-28,,75.2,69.0,39.0,74.0,1014.3,21.1,4.2,0.7
2023-05-29,,69.6,90.0,48.0,93.0,1016.2,23.2,4.5,0.7
2023-05-30,,59.2,80.0,51.0,95.0,1015.9,24.7,4.0,0.7
2023-05-31,,54.2,79.0,50.0,93.0,1013.6,25.3,5.2,0.8
2023-06-01,,51.5,72.0,55.0,109.0,1011.7,25.8,5.0,0.9
2023-06-02,,49.0,73.0,57.0,105.0,1010.9,25.3,4.5,0.8
2023-06-03,,50.8,73.0,54.0,96.0,1012.4,25.2,4.2,0.9
2023-06-04,,49.6,74.0,51.0,97.0,1012.5,25.4,4.2,0.9
2023-06-05,,56.2,83.0,55.0,102.0,1012.2,24.8,4.2,0.9
2023-06-06,,60.5,88.0,53.0,97.0,1011.8,23.4,3.5,0.7
2023-06-07,,59.6,87.0,54.0,101.0,1011.3,24.4,4.0,0.9
2023-06-08,,53.0,78.0,55.0,102.0,1011.0,26.3,4.0,0.7
2023-06-09,,51.7,86.0,53.0,104.0,1008.7,27.1,6.0,1.0
2023-06-10,,61.7,78.0,55.0,108.0,1007.5,26.0,5.5,1.2
2023-06-11,,68.1,82.0,47.0,99.0,1007.0,25.6,8.0,1.1
2023-06-12,,78.5,80.0,41.0,95.0,1006.6,24.3,5.0,1.0
2023-06-13,,81.9,72.0,36.0,88.0,1006.0,23.2,4.5,0.7
2023-06-14,,90.5,63.0,25.0,65.0,1006.2,20.4,5.2,0.9
2023-06-15,,75.7,66.0,32.0,85.0,1005.8,24.3,3.2,0.8
2023-06-16,18.5,70.7,79.0,51.0,102.0,1006.3,25.5,3.0,0.7
2023-06-17,19.0,67.9,73.0,55.0,102.0,1008.6,26.6,5.0,1.0
2023-06-18,21.0,86.0,74.0,36.0,85.0,1010.0,22.9,5.5,1.1
2023-06-19,20.0,86.7,52.0,22.0,67.0,1009.5,22.0,6.5,1.0
2023-06-20,19.5,72.0,55.0,28.0,70.0,1009.6,25.5,3.7,0.9
2023-06-21,19.0,70.7,60.0,31.0,76.0,1009.8,25.9,7.5,1.5
2023-06-22,20.5,79.0,57.0,26.0,68.0,1010.4,25.2,7.0,1.1
2023-06-23,21.0,80.2,51.0,21.0,59.0,1010.5,24.8,6.2,1.1
2023-06-24,20.5,83.5,35.0,14.0,45.0,1010.5,23.8,8.0,1.1
2023-06-25,21.0,80.7,44.0,17.0,52.0,1010.6,24.3,4.0,0.8
2023-06-26,21.0,85.0,52.0,20.0,57.0,1010.3,23.8,4.0,0.8
2023-06-27,21.0,89.5,35.0,13.0,44.0,1009.9,22.4,4.2,0.7
2023-06-28,21.0,86.7,31.0,12.0,38.0,1010.9,22.7,3.5,0.8
2023-06-29,20.5,84.5,29.0,13.0,37.0,1010.6,23.1,4.0,0.8
2023-06-30,21.0,90.7,31.0,10.0,38.0,1009.9,21.3,4.7,0.9
2023-07-01,20.5,91.2,40.0,14.0,42.0,1010.4,21.9,3.2,0.6
2023-07-02,21.0,83.2,43.0,16.0,53.0,1009.9,23.8,3.7,0.7
2023-07-03,,,,,,,,,
2023-07-04,,,,,,,,,
2023-07-05,,,,,,,,,
2023-07-06,,,,,,,,,
2023-07-07,,,,,,,,,
2023-07-08,,,,,,,,,
2023-07-09,,,,,,,,,
2023-07-10,,,,,,,,,
2023-07-11,,,,,,,,,
2023-07-12,,,,,,,,,
2023-07-13,,,,,,,,,
2023-07-14,,,,,,,,,
2023-07-15,,,,,,,,,
2023-07-16,,,,,,,,,
2023-07-17,,,,,,,,,
2023-07-18,,,,,,,,,
2023-07-19,,,,,,,,,
2023-07-20,,,,,,,,,
2023-07-21,,,,,,,,,
2023-07-22,,,,,,,,,
2023-07-23,,,,,,,,,
2023-07-24,,,,,,,,,
2023-07-25,,,,,,,,,
2023-07-26,,,,,,,,,
2023-07-27,,,,,,,,,
2023-07-28,,,,,,,,,
2023-07-29,,,,,,,,,
2023-07-30,,,,,,,,,
2023-07-31,,,,,,,,,
2023-08-01,,,,,,,,,
2023-08-02,,,,,,,,,
2023-08-03,,,,,,,,,
2023-08-04,,,,,,,,,
2023-08-05,,,,,,,,,
2023-08-06,,,,,,,,,
2023-08-07,,,,,,,,,
2023-08-08,,,,,,,,,
2023-08-09,,,,,,,,,
2023-08-10,,,,,,,,,
2023-08-11,,,,,,,,,
2023-08-12,,,,,,,,,
2023-08-13,,,,,,,,,
2023-08-14,,,,,,,,,
2023-08-15,,,,,,,,,
2023-08-16,,,,,,,,,
2023-08-17,,,,,,,,,
2023-08-18,,,,,,,,,
2023-08-19,,,,,,,,,
2023-08-20,,,,,,,,,
2023-08-21,,,,,,,,,
2023-08-22,,,,,,,,,
2023-08-23,,,,,,,,,
2023-08-24,,,,,,,,,
2023-08-25,,,,,,,,,
2023-08-26,,,,,,,,,
2023-08-27,,,,,,,,,
2023-08-28,,,,,,,,,
2023-08-29,,,,,,,,,
2023-08-30,,,,,,,,,
2023-08-31,,,,,,,,,
2023-09-01,,,,,,,,,
2023-09-02,,,,,,,,,
2023-09-03,,,,,,,,,
2023-09-04,,,,,,,,,
2023-09-05,,,,,,,,,
2023-09-06,,,,,,,,,
2023-09-07,,,,,,,,,
2023-09-08,,,,,,,,,
2023-09-09,,,,,,,,,
2023-09-10,,,,,,,,,
2023-09-11,,,,,,,,,
2023-09-12,,,,,,,,,
2023-09-13,,,,,,,,,
2023-09-14,,,,,,,,,
2023-09-15,,,,,,,,,
2023-09-16,,,,,,,,,
2023-09-17,,,,,,,,,
2023-09-18,,,,,,,,,
2023-09-19,,,,,,,,,
2023-09-20,,,,,,,,,
2023-09-21,,,,,,,,,
2023-09-22,,,,,,,,,
2023-09-23,,,,,,,,,
2023-09-24,,,,,,,,,
2023-09-25,18.5,83.2,29.0,14.0,42.0,1013.9,21.6,4.2,1.1
2023-09-26,19.5,83.5,43.0,17.0,52.0,1014.9,22.7,4.7,1.0
2023-09-27,20.0,83.3,43.0,16.0,53.0,1014.4,22.7,5.0,1.0
2023-09-28,19.0,82.0,56.0,19.0,62.0,1014.4,23.3,4.7,1.0
2023-09-29,20.0,81.2,60.0,21.0,67.0,1014.6,22.6,3.5,0.9
2023-09-30,19.0,84.0,69.0,25.0,74.0,1014.4,22.2,3.5,0.7
2023-10-01,20.0,85.0,62.0,22.0,70.0,1013.5,21.9,3.2,0.5
2023-10-02,20.0,91.7,51.0,13.0,55.0,1014.3,20.3,2.5,0.6
2023-10-03,20.0,93.0,38.0,10.0,46.0,1014.3,20.0,3.5,0.7
2023-10-04,20.0,93.5,34.0,9.0,38.0,1014.1,19.4,2.7,0.5
2023-10-05,19.0,87.5,18.0,9.0,26.0,1013.4,21.6,4.7,1.2
2023-10-06,19.0,86.2,20.0,10.0,27.0,1013.3,21.3,5.0,1.2
2023-10-07,19.0,85.5,36.0,12.0,46.0,1014.4,21.5,5.2,1.1
2023-10-08,18.0,80.7,60.0,25.0,68.0,1014.6,20.9,4.7,1.1
2023-10-09,17.5,84.5,84.0,40.0,96.0,1015.8,21.2,3.7,1.0
2023-10-10,18.0,84.2,108.0,44.0,122.0,1016.4,21.1,5.0,1.0
2023-10-11,17.0,82.5,89.0,37.0,101.0,1016.6,20.3,4.5,1.0
2023-10-12,16.5,80.5,91.0,44.0,102.0,1018.5,20.0,3.5,0.7
2023-10-13,17.0,83.5,91.0,44.0,96.0,1019.0,19.4,4.0,1.0
2023-10-14,16.0,80.7,90.0,41.0,92.0,1017.8,19.4,5.5,1.2
2023-10-15,15.0,82.7,89.0,41.0,87.0,1016.6,18.4,5.0,1.2
2023-10-16,15.5,82.0,94.0,47.0,99.0,1018.2,19.3,5.0,1.2
2023-10-17,13.5,78.7,68.0,31.0,71.0,1019.1,18.3,5.2,1.2
2023-10-18,14.0,80.2,68.0,31.0,72.0,1019.1,17.2,3.5,1.0
2023-10-19,13.5,82.2,70.0,31.0,77.0,1019.5,17.0,4.5,1.0
2023-10-20,13.0,80.0,66.0,32.0,73.0,1020.4,16.9,4.2,1.0
2023-10-21,11.5,69.7,65.0,31.0,72.0,1021.4,16.6,3.7,1.0
2023-10-22,11.5,72.5,69.0,32.0,76.0,1021.4,17.1,3.5,0.9
2023-10-23,12.0,67.0,68.0,29.0,72.0,1020.1,17.6,3.2,0.7
2023-10-24,12.0,73.5,62.0,24.0,64.0,1019.4,17.5,3.7,0.9
2023-10-25,12.5,76.0,56.0,20.0,59.0,1019.4,17.7,3.5,0.7
2023-10-26,12.5,78.7,54.0,18.0,57.0,1019.1,17.7,3.5,1.0
2023-10-27,12.5,79.9,57.0,18.0,58.0,1018.9,17.2,4.2,1.0
2023-10-28,12.5,80.0,58.0,22.0,61.0,1019.5,16.4,3.7,0.7
2023-10-29,12.0,77.7,61.0,22.0,70.0,1020.1,16.9,3.5,0.7
2023-10-30,13.0,81.1,64.0,27.0,72.0,1020.6,17.6,3.2,0.6
2023-10-31,13.0,75.3,57.0,21.0,61.0,1023.0,17.4,3.2,1.1
2023-11-01,12.5,79.9,71.0,31.0,77.0,1023.0,16.0,2.5,0.6
2023-11-02,12.0,76.4,73.0,35.0,72.0,1020.5,16.4,3.3,1.2
2023-11-03,13.0,74.5,79.0,30.0,73.0,1018.0,17.5,4.8,1.6
2023-11-04,12.5,78.0,80.0,36.0,81.0,1018.0,15.7,3.3,1.3
2023-11-05,11.5,77.6,107.0,48.0,107.0,1020.0,15.6,3.6,1.1
2023-11-06,12.0,77.9,135.0,55.0,137.0,1021.3,15.8,3.2,1.1
2023-11-07,11.5,76.8,106.0,46.0,108.0,1019.9,15.6,3.4,1.2
2023-11-08,10.0,74.4,94.0,39.0,95.0,1019.2,14.7,3.2,1.2
2023-11-09,9.0,70.0,92.0,39.0,98.0,1019.5,14.4,3.4,1.1
2023-11-10,10.5,77.1,109.0,51.0,129.0,1021.5,14.1,2.7,0.9
2023-11-11,11.5,79.8,117.0,52.0,129.0,1022.0,13.7,3.2,1.0
2023-11-12,10.5,78.3,99.0,42.0,117.0,1022.4,14.8,2.7,0.8
2023-11-13,11.0,77.7,99.0,41.0,110.0,1022.8,14.3,3.0,1.0
2023-11-14,11.0,70.0,89.0,37.0,104.0,1023.0,15.9,3.8,1.0
2023-11-15,11.5,76.7,74.0,28.0,81.0,1022.3,15.0,2.8,0.8
2023-11-16,11.0,75.0,69.0,27.0,84.0,1024.0,14.7,3.4,1.0
2023-11-17,11.0,76.1,76.0,30.0,87.0,1023.0,15.3,3.0,0.9
2023-11-18,10.5,77.2,60.0,22.0,66.0,1022.0,14.4,4.3,1.1
2023-11-19,11.0,76.7,61.0,27.0,73.0,1022.7,14.4,2.9,0.9
2023-11-20,11.0,77.5,65.0,27.0,80.0,1022.0,15.2,3.0,0.8
2023-11-21,12.0,81.9,79.0,31.0,90.0,1020.0,14.9,3.4,0.9
2023-11-22,11.0,82.0,81.0,31.0,86.0,1019.0,14.0,3.6,1.0
2023-11-23,11.0,79.8,87.0,37.0,98.0,1019.5,15.0,3.8,1.0
2023-11-24,11.0,84.5,99.0,38.0,106.0,1020.5,14.5,3.3,1.0
2023-11-25,12.0,84.5,94.0,36.0,102.0,1022.5,14.5,3.7,1.0
2023-11-26,11.0,82.0,87.0,35.0,99.0,1024.0,14.2,3.2,1.0
2023-11-27,11.0,82.0,84.0,38.0,104.0,1022.5,15.0,,1.0
2023-11-28,11.0,79.5,88.0,35.0,97.0,1021.0,14.5,,1.2
2023-11-29,11.0,84.5,81.0,32.0,93.0,1021.0,13.5,,1.2
2023-11-30,10.5,87.0,109.0,44.0,121.0,1022.0,12.5,,0.7
2023-12-01,10.0,79.0,94.0,37.0,103.0,1022.0,13.5,,1.2
2023-12-02,9.0,76.0,79.0,32.0,89.0,1022.0,12.0,,1.0
2023-12-03,7.0,71.5,80.0,31.0,92.0,1022.0,12.0,,1.2
2023-12-04,7.5,69.0,122.0,51.0,135.0,1021.0,13.0,,0.7
2023-12-05,8.5,76.1,106.0,40.0,115.0,1020.0,12.7,,1.1
2023-12-06,9.5,82.3,92.0,35.0,104.0,1021.5,13.0,,1.0
2023-12-07,10.5,90.0,151.0,55.0,155.0,1020.0,11.3,,1.0
2023-12-08,9.0,84.0,142.0,48.0,145.0,1018.0,11.4,,1.0
2023-12-09,8.0,82.0,94.0,35.0,92.0,1018.0,11.3,,0.7
2023-12-10,7.0,81.0,93.0,32.0,93.0,1017.0,11.0,,1.0
2023-12-11,7.5,81.0,89.0,35.0,94.0,1019.0,11.0,,1.0
2023-12-12,7.0,76.0,93.0,34.0,100.0,1018.0,11.0,,1.0
2023-12-13,7.0,81.0,88.0,31.0,93.0,1018.0,10.5,,1.0
2023-12-14,6.5,87.0,118.0,39.0,123.0,1019.5,10.0,,1.0
2023-12-15,7.5,86.4,129.0,44.0,134.0,1021.0,10.0,,1.0
2023-12-16,7.0,81.0,111.0,43.0,120.0,1020.5,11.0,,0.9
2023-12-17,7.5,81.0,106.0,45.0,126.0,1021.0,11.2,,1.0
2023-12-18,7.0,81.0,111.0,58.0,124.0,1021.0,10.5,,1.0
2023-12-19,6.0,80.2,103.0,57.0,124.0,1022.0,9.8,,1.2
2023-12-20,6.0,81.0,131.0,68.0,154.0,1023.0,9.1,,1.0
2023-12-21,5.5,78.5,137.0,69.0,159.0,1021.0,9.7,,1.0
2023-12-22,5.5,76.0,118.0,56.0,150.0,1021.5,10.0,,1.0
2023-12-23,6.0,78.5,122.0,64.0,158.0,1024.0,10.5,,0.8
2023-12-24,6.0,81.0,136.0,58.0,153.0,1025.0,9.6,,1.0
2023-12-25,7.0,78.5,106.0,60.0,133.0,1023.0,10.6,,1.2
2023-12-26,8.5,87.0,131.0,63.0,148.0,1023.0,11.0,,1.2
2023-12-27,8.5,84.5,111.0,57.0,124.0,1023.5,11.1,,1.2
2023-12-28,8.0,81.0,95.0,53.0,111.0,1022.5,11.7,,0.9
2023-12-29,8.0,81.0,102.0,57.0,136.0,1023.0,11.1,,1.2
2023-12-30,8.0,85.9,114.0,63.0,142.0,1022.0,11.0,,1.2
2023-12-31,8.0,87.0,123.0,60.0,140.0,1021.0,10.0,,1.0
